,N°,Compuesto,IUPAC,Formula,SMILE,Plantas a las que pertenecen,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
49,50,Momordicina I,"3,7-dihidroxi-17-(4-hidroxi-6-metilhept-5-en-2-il)-4,4,13,14-tetrametil-2,3,7,8,10,11,12,15,16,17-decahidro-1H-ciclopenta[a]fenantreno-9-carbaldehído",C30H48O4____,CC(C)=CC(O)CC(C)C1CCC2(C)C3C(O)C=C4C(CCC(O)C4(C)C)C3(C=O)CCC12C,10,13.06744602,13.06744602,0.018163462,-0.670397486,0.366934454,46.88235294,472.71,424.326,472.35526,192,0,0.126652899,-0.392235741,0.392235741,0.126652899,1.058823529,1.735294118,2.352941176,16.27231646,9.380770947,2.702423698,-2.655416012,2.741563417,-2.639470578,5.645920362,-0.182507452,3.011149838,1.716906185,869.0311097,25.26722023,22.47313924,22.47313924,15.74170738,13.62096037,13.62096037,13.69236996,13.69236996,11.50771892,11.50771892,9.551799514,9.551799514,-0.97,21156124.97,26.10321057,8.55822703,3.530365686,206.464265,20.11411937,6.286160523,0,0,0,0,0,0,0,0,57.91693527,87.37692484,16.74788698,18.31189916,20.11411937,6.286160523,0,0,45.33158606,111.7238109,0,23.29824927,0,0,0,0,0,0,39.91764187,4.794537184,45.33158606,93.41191176,23.29824927,0,0,0,77.76,29.1418801,20.11411937,0,22.66579303,18.25663372,49.6711388,6.286160523,0,25.99951461,34.618686,0,0,0,13.06744602,33.04536163,1.13830514,0.839258476,0,9.844255991,15.23203941,0,0.833333333,34,3,4,4,0,4,0,0,0,0,10,0,4,3,4,0,5,3,0,3,0,10,6.570505949,4,5.4556,135.9794,0,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,51,Momordicina II,"(3S,7S,8S,9R,10R,13R,14S,17R)-3,7-dihidroxi-4,4,13,14-tetrametil-17-[(2R)-6-metil-4-[(2R,3R,4S,5S,6R)-3,4,5-trihidroxi-6-(hidroximetil)oxan-2-il]oxihept-5-en-2-il]-2,3,7,8,10,11,12,15,16,17-decahidro-1H-ciclopenta[a]fenantreno-9-carbaldehído",C36H58O9,C[C@H](CC(C=C(C)C)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O)[C@H]2CC[C@@]3([C@@]2(CC[C@@]4([C@H]3[C@H](C=C5[C@H]4CC[C@@H](C5(C)C)O)O)C=O)C)C,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,52,Isorhamnetina,"3,5,7-trihidroxi-2-(4-hidroxi-3-metoxifenil)cromen-4-ona",C16H12O7,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O,10,12.2436652,12.2436652,0.090424225,-0.84185941,0.572139085,10.82608696,316.265,304.169,316.0583027,118,0,0.238288582,-0.507678166,0.507678166,0.238288582,1,1.739130435,2.434782609,16.47431613,10.08583,2.191324627,-2.091341933,2.373878239,-2.026230666,5.877777797,0.373161343,2.504466314,2.346651189,972.3051866,16.72325016,11.9003506,11.9003506,10.91792266,6.511906472,6.511906472,4.833577061,4.833577061,3.377264061,3.377264061,2.289650026,2.289650026,-3.35,149253.67,14.58157465,5.130953969,2.277096847,128.7919231,29.58012347,22.46826802,17.25927109,11.17830223,0,0,4.794537184,0,0,0,0,18.19910121,17.69618563,7.109797541,29.58012347,10.96924436,0,0,0,0,7.109797541,40.55516292,0,40.07125808,10.16565335,0,28.74755917,0,27.53590712,0,0,0,39.54352346,0,22.29294327,0,120.36,16.92781406,25.22064676,0,39.54147877,0,12.13273414,25.30889875,0,0,0,9.154013891,10.42481468,0,12.2436652,38.72275488,-0.655447846,-1.660590147,6.238961995,0,0,1.352507901,0.0625,23,4,7,0,0,0,0,2,1,3,0,0,7,4,7,1,2,0,0,0,0,0,3.252929927,3,2.291,81.1312,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,53,Astilbina,"(2R,3R)-2-(3,4-dihidroxifenil)-5,7-dihidroxi-3-[(2S,3R,4R,5R,6S)-3,4,5-trihidroxi-6-metiloxan-2-il]oxi-2,3-dihidrocromen-4-ona",C21H22O11,C[C@@H]1O[C@@H](O[C@H]2C(=O)c3c(O)cc(O)cc3O[C@@H]2c2ccc(O)c(O)c2)[C@H](O)[C@H](O)[C@H]1O,11,13.284629,13.284629,0.153841858,-1.710479392,0.312961474,32.25,450.396,428.22,450.1162115,172,0,0.202865879,-0.507678567,0.507678567,0.202865879,0.875,1.59375,2.28125,16.71348965,9.916759071,2.478883942,-2.415807583,2.440828266,-2.585531023,6.054354253,-0.304120987,2.730446094,1.752041884,1038.646233,23.31710829,16.69169156,16.69169156,15.07829516,9.719885068,9.719885068,7.726938532,7.726938532,5.516964134,5.516964134,3.769290642,3.769290642,-3.09,11201188.2,22.11638575,8.113571959,3.696323041,180.8231081,49.95628063,41.12388615,29.99698317,5.783244946,0,0,4.794537184,0,0,0,6.066367068,24.61992283,12.13273414,6.103966388,54.75081781,5.783244946,0,0,0,49.83756226,0,41.45873833,0,28.74755917,4.736862954,0,28.74755917,0,78.33879538,9.473725908,0,28.94914375,30.33183534,0,0,0,186.37,65.9456055,40.54022895,0,22.62592665,0,18.19910121,19.05647134,0,0,0,14.21058886,16.90586241,0,13.284629,69.71448806,-0.099958585,-2.786623816,5.71707213,-10.00800637,1.439203832,0,0.380952381,32,7,11,0,2,2,0,2,0,2,7,0,11,7,11,2,3,0,1,1,0,0,5.607590228,4,0.0381,104.4711,0,3,3,0,0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,54,Miricitrina,"5,7-dihidroxi-3-[(2S,3R,4R,5R,6S)-3,4,5-trihidroxi-6-metiloxan-2-il]oxi-2-(3,4,5-trihidroxifenil)cromen-4-ona",C21H20O12,C[C@@H]1O[C@@H](Oc2c(oc3cc(O)cc(O)c3c2=O)-c2cc(O)c(O)c(O)c2)[C@H](O)[C@H](O)[C@H]1O,11,13.24918635,13.24918635,0.167996714,-1.797050894,0.244254674,25.27272727,464.379,444.219,464.0954761,176,0,0.238632716,-0.507678166,0.507678166,0.238632716,0.848484848,1.484848485,2.121212121,16.70515456,9.998120884,2.435932551,-2.383879431,2.425857038,-2.58031421,5.881924793,-0.267859148,2.744246139,1.947254626,1259.45085,24.18735178,16.90685435,16.90685435,15.48897876,9.636318699,9.636318699,7.589791219,7.589791219,5.291924822,5.291924822,3.52751183,3.52751183,-3.71,16385092.38,22.48273681,8.008932265,3.741602699,183.9012828,54.743096,40.78016719,23.00878292,17.46832895,0,0,4.794537184,0,0,0,0,19.05647134,17.69618563,6.103966388,54.743096,10.96924436,0,0,0,37.62962948,0,34.48879585,0,45.82076991,10.16565335,0,34.497071,0,71.55811144,4.736862954,0,6.9237372,33.47715639,0,22.29294327,0,210.51,81.77822531,45.64675634,0,11.14647163,0,24.26546827,6.9237372,0,0,0,13.89087684,16.50742688,0,13.24918635,79.14781013,-1.445117105,-4.550588494,3.786879398,-7.589014495,1.393417334,0,0.285714286,33,8,12,0,1,1,0,2,1,3,5,0,12,8,12,2,3,0,1,1,0,0,5.456445947,4,0.1943,109.2274,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,55,Engeletina (engeletin),"(2R,3R)-5,7-dihidroxi-2-(4-hidroxifenil)-3-[(2S,3R,4R,5R,6S)-3,4,5-trihidroxi-6-metiloxan-2-il]oxi-2,3-dihidrocromen-4-ona",C21H22O10,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](OC3=CC(=CC(=C3C2=O)O)O)C4=CC=C(C=C4)O)O)O)O,11,13.26220128,13.26220128,0.01757949,-1.658074557,0.396303664,32.90322581,434.397,412.221,434.1212969,166,0,0.202865858,-0.507966606,0.507966606,0.202865858,0.903225806,1.580645161,2.258064516,16.71344405,9.918345044,2.477645562,-2.415756396,2.432927195,-2.58552862,6.05419411,-0.304120043,2.717316882,1.728546675,974.8708974,22.4468648,16.32182823,16.32182823,14.66761155,9.579611603,9.579611603,7.570319032,7.570319032,5.410581962,5.410581962,3.715855723,3.715855723,-2.89,7652301.287,21.34616483,7.984956369,3.79532058,176.0288743,44.84975323,46.87339799,18.4979595,5.783244946,0,0,4.794537184,0,0,0,12.13273414,24.61992283,12.13273414,6.103966388,49.64429041,5.783244946,0,0,0,49.83756226,0,47.52510539,0,22.99804733,4.736862954,0,22.99804733,0,73.23226798,9.473725908,0,28.94914375,36.39820241,0,0,0,166.14,54.44658184,35.43370155,0,22.81198699,5.563451492,6.066367068,37.25557254,0,0,0,14.21058886,17.02939054,0,13.26220128,59.76736077,0.194743323,-1.636294132,7.900690787,-9.487020917,1.46892835,0,0.380952381,31,6,10,0,2,2,0,2,0,2,7,0,10,6,10,2,3,0,1,1,0,0,5.498328864,4,0.3325,102.8063,0,3,3,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,56,Friedelinol,"4,4a,6a,6b,8a,11,11,14a-octametil-1,2,3,4,5,6,6a,7,8,9,10,12,12a,13,14,14b-hexadecahidropicen-3-ol",C30H52O,CC1C(CCC2C1(CCC3C2(CCC4(C3(CCC5(C4CC(CC5)(C)C)C)C)C)C)C)O,11,10.74783161,10.74783161,0.078053991,-0.078053991,0.411551878,60.87096774,428.745,376.329,428.4018163,178,0,0.057072725,-0.392830944,0.392830944,0.057072725,0.580645161,1.193548387,1.903225806,16.26719743,9.298412635,2.702709574,-2.746935774,2.779599002,-2.674748735,5.19162546,-0.262635869,2.689172928,1.539454778,740.6937102,22.66492594,22.11213953,22.11213953,14.2201801,13.90102872,13.90102872,15.49874477,15.49874477,13.94049908,13.94049908,11.36426826,11.36426826,-0.04,5661357.104,22.73744817,6.545097281,2.769607445,193.0876503,5.106527395,0,0,0,0,0,0,0,0,0,55.3898976,126.7906049,0,6.103966388,5.106527395,0,0,0,56.161567,132.1229018,0,0,0,0,0,0,0,0,11.21049378,0,56.161567,126.0189354,0,0,0,0,20.23,0,5.106527395,0,6.103966388,38.40784886,24.17453976,64.20821623,0,0,55.3898976,0,0,0,0,10.74783161,2.875672291,3.023039696,0,15.07681004,20.94331303,0,1,31,1,1,5,0,5,0,0,0,0,10,0,1,1,1,0,0,5,0,5,0,10,4.800606781,5,8.2488,130.7438,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,57,Ilexgenina A,"ácido (3S,4R,4aR,6aR,6bS,8aS,11R,12R,12aS,14aR,14bR)-3,12-dihidroxi-4,6a,6b,11,12,14b-hexametil-1,2,3,4a,5,6,7,8,9,10,11,12a,14,14a-tetradecahidropiceno-4,8a-dicarboxílico",C30H46O6,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H]([C@]5(C)C(=O)O)O)C)C)[C@@H]2[C@]1(C)O)C)C(=O)O,11,12.83377235,12.83377235,0.021402474,-1.159994554,0.382549686,56.33333333,502.692,456.324,502.3294392,202,0,0.311795541,-0.4808042,0.4808042,0.311795541,0.861111111,1.527777778,2.138888889,16.37500362,9.326812746,2.718965929,-2.711121489,2.756528903,-2.680584033,5.771962959,-0.224086072,2.789197666,1.642602349,1016.909302,26.68986997,22.93341361,22.93341361,16.53186983,14.11037759,14.11037759,14.49657478,14.49657478,13.5842531,13.5842531,10.82603243,10.82603243,-1.4,54458850.14,26.21682193,7.587981198,2.811688617,215.1037928,20.42610958,0,0,0,0,11.93861058,9.589074368,0,0,0,39.34407344,105.6335586,5.917906046,22.53499814,30.01518395,11.93861058,0,0,50.74657653,111.034835,0,11.64912464,0,0,0,0,0,0,44.06973735,9.589074368,50.74657653,99.3298178,11.64912464,0,0,0,115.06,40.39151476,30.01518395,0,33.99868955,19.26246487,44.09803427,0,6.9237372,6.9237372,33.77096891,0,0,0,25.35195503,43.53411333,-2.657428993,-1.92941816,0,7.767998552,12.5994469,0,0.866666667,36,4,6,5,0,5,0,0,0,0,11,0,4,4,6,0,2,4,0,4,0,0,5.525909774,5,5.2691,136.0332,2,2,1,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,58,Quassin,"(1S,2S,6S,7S,9R,13R,17S)-4,15-dimetoxi-2,6,14,17-tetrametil-10-oxatetraciclo[7.7.1.02,7.013,17]heptadeca-4,14-dieno-3,11,16-triona",C22H28O6,C[C@@H]1C=C(C(=O)[C@]2([C@H]1C[C@@H]3[C@@]4([C@@H]2C(=O)C(=C([C@@H]4CC(=O)O3)C)OC)C)C)OC,12,13.6905343,13.6905343,0.020441232,-0.936189531,0.677081339,45,388.46,360.236,388.1885886,152,0,0.306212441,-0.493333362,0.493333362,0.306212441,1.142857143,1.821428571,2.428571429,16.54689685,9.398587937,2.715184477,-2.636325172,2.666107105,-2.688114066,6.069985633,-0.216681878,2.632221482,1.986021982,837.9650422,20.59349365,17.32780492,17.32780492,13.11549862,9.908659987,9.908659987,9.162931298,9.162931298,8.101899874,8.101899874,6.806141574,6.806141574,-2.11,1513427.328,19.21705176,5.943155884,2.063214244,164.8257067,14.21058886,6.103966388,11.51832974,11.56648989,0,5.969305288,14.38361155,0,0,0,20.7712116,36.82949555,22.66579303,20.64041671,28.59420041,17.53579518,0,0,34.50160512,46.64055843,14.21959508,23.16745438,0,0,0,0,0,0,37.85935665,28.59420041,34.50160512,40.53659204,23.16745438,0,0,0,78.9,22.85185337,14.38361155,0,47.46949981,12.17998649,5.57310453,14.21959508,0,33.77096891,0,14.21058886,16.6981534,0,39.63870741,0,-0.795209567,-0.854176062,0,2.207874071,7.8006113,2.970706115,0.681818182,28,0,6,3,1,4,0,0,0,0,7,0,6,0,6,1,2,1,1,2,0,0,4.078926224,4,2.819,99.777,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,59,Neoquassin,"(1S,2S,6S,7S,9R,13R,17S)-11-hidroxi-4,15-dimetoxi-2,6,14,17-tetrametil-10-oxatetraciclo[7.7.1.02,7.013,17]heptadeca-4,14-dieno-3,16-diona",C22H30O6,C[C@@H]1C=C(C(=O)[C@]2([C@H]1C[C@@H]3[C@@]4([C@@H]2C(=O)C(=C([C@@H]4CC(O3)O)C)OC)C)C)OC,12,13.71296202,13.71296202,0.050108655,-0.906522109,0.780526835,47.89285714,390.476,360.236,390.2042387,154,0,0.203412993,-0.493333362,0.493333362,0.203412993,1.178571429,1.857142857,2.464285714,16.61273401,9.398201739,2.710298392,-2.647201598,2.669246581,-2.691310642,6.06768094,-0.272370335,2.632221482,1.973262939,796.848691,20.59349365,17.44412049,17.44412049,13.11549862,10.04900775,10.04900775,9.295382687,9.295382687,8.216090402,8.216090402,6.964288306,6.964288306,-1.66,1513427.328,19.64756674,6.166652387,2.160504339,165.4584184,19.31711626,0,17.80835647,11.56648989,0,0,9.589074368,0,0,0,20.7712116,42.7474016,23.16870861,20.32356147,28.90619062,11.56648989,0,0,34.50160512,52.93058516,14.21959508,23.16745438,0,0,0,0,0,0,43.28660549,23.79966323,34.50160512,40.53659204,23.16745438,0,0,0,82.06,23.03791371,14.69560176,0,35.42417442,24.35997299,5.57310453,14.21959508,0,19.92349451,13.8474744,14.21058886,16.93638049,0,27.28168383,10.40588906,-0.643875478,-0.283740762,0,1.704575591,7.927688964,3.004731632,0.727272727,28,1,6,3,1,4,0,0,0,0,8,0,6,1,6,1,2,1,1,2,0,1,4.327132655,4,2.6108,100.7768,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,60,11-Dihidro-12-norneoquasina,"11,16-dihidroxi-4-metoxi-2,6,14,17-tetrametil-10-oxatetraciclo[7.7.1.02,7.013,17]heptadec-4-eno-3,15-diona",C21H30O6,CC1C=C(C(=O)C2(C1CC3C4(C2C(C(=O)C(C4CC(O3)O)C)O)C)C)OC,12,13.46708207,13.46708207,0.037010582,-1.219676871,0.721258455,54.7037037,378.465,348.225,378.2042387,150,0,0.203065427,-0.49333359,0.49333359,0.203065427,1.148148148,1.814814815,2.444444444,16.61266536,9.38155816,2.71994018,-2.673179129,2.673668509,-2.726450524,6.004545101,-0.302093447,2.61210005,1.925572373,715.4603931,19.88638687,16.63778634,16.63778634,12.57749382,9.938851137,9.938851137,9.449317709,9.449317709,8.465560689,8.465560689,7.164274199,7.164274199,-1.24,911975.5509,19.09278913,5.879171365,2.176833557,159.4637678,19.6867807,6.103966388,17.83243655,5.783244946,0,0,9.589074368,0,0,0,27.6949488,30.25055987,29.08661465,13.21376393,29.27585507,11.56648989,0,0,40.41951117,59.03455155,7.109797541,11.83518498,0,0,0,0,0,0,47.38730173,19.06280028,40.41951117,40.53659204,11.83518498,0,0,0,93.06,29.1418801,19.80212916,0,41.34208047,18.60080812,0,7.109797541,0,33.77096891,0,9.473725908,11.33084619,0,26.42239347,21.42432869,-1.479490268,-1.181902951,0,0.372886249,7.790608702,1.486996581,0.80952381,27,2,6,3,1,4,0,0,0,0,10,0,6,2,6,1,1,2,1,3,0,10,4.157399226,4,1.6874,96.2386,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,61,Simalikalactona D,"[(1R,2S,3R,6R,8S,12S,13S,14R,15R,16S,17S)-12,15,16-trihidroxi-9,13,17-trimetil-4,11-dioxo-5,18-dioxapentaciclo[12.5.0.01,6.02,17.08,13]nonadec-9-en-3-il] (2R)-2-metilbutanoato",C25H34O9,CC[C@@H](C)C(=O)O[C@@H]1[C@@H]2[C@]3([C@@H]([C@@H]([C@@H]4[C@@]2(CO3)[C@@H](C[C@@H]5[C@@]4([C@@H](C(=O)C=C5C)O)C)OC1=O)O)O)C,12,13.26217362,13.26217362,0.035976395,-1.431884317,0.49563391,52.17647059,478.538,444.266,478.2202827,188,0,0.347693052,-0.458891751,0.458891751,0.347693052,1.235294118,1.911764706,2.558823529,16.61274395,9.376906129,2.821871698,-2.676599245,2.718684908,-2.783604601,5.957068269,-0.297298979,3.056993878,1.692293417,975.4331341,24.95530097,20.18595356,20.18595356,15.84998474,12.16362839,12.16362839,11.41554773,11.41554773,9.960818378,9.960818378,8.085361735,8.085361735,-1.81,31579086.08,23.90972384,7.350222522,2.614541396,197.9870062,29.53017105,23.91294997,5.783244946,6.103966388,0,11.93861058,9.589074368,4.794537184,0,0,26.34431613,38.6830438,16.74788698,24.54666044,43.9137826,17.72185552,0,0,34.50160512,83.58121199,6.606881965,11.64912464,0,0,0,0,0,0,75.76920242,28.59420041,34.50160512,47.46032924,11.64912464,0,0,0,139.59,82.42643735,29.70319374,0,12.52478801,12.84164325,5.57310453,6.076020107,27.6949488,6.9237372,0,14.21058886,17.81832286,0,38.76040734,34.03301202,-2.841066839,-4.160769631,0,-3.953289676,8.76005059,0,0.8,34,3,9,3,2,5,0,0,0,0,12,2,9,3,9,2,3,2,2,4,1,0,5.168876196,5,0.5289,115.9834,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,62,Cardanol,"3-[(8Z,11Z)-pentadeca-8,11,14-trienil]fenol",C21H30O,C=CC/C=C\C/C=C\CCCCCCCc1cccc(O)c1,13,9.401985669,9.401985669,0.378355875,0.378355875,0.351721721,11.45454545,298.47,268.23,298.2296656,120,0,0.115350184,-0.507956386,0.507956386,0.115350184,0.863636364,1.590909091,2.409090909,16.25467232,10.04564033,1.950376508,-2.021734546,2.142638343,-1.855488227,5.265279473,0.474020571,2.518006186,1.910894953,456.7298739,15.8826226,13.71443383,13.71443383,10.8256985,8.514683803,8.514683803,5.679232288,5.679232288,3.655056303,3.655056303,2.414936417,2.414936417,-1.76,86483.44047,18.28940711,12.94151648,10.03753585,135.6309595,5.106527395,5.749511833,0,0,0,0,0,0,0,6.578935684,61.77529954,56.22111537,0,0,5.106527395,0,0,0,0,57.78739461,0,66.78795598,0,5.749511833,0,0,5.749511833,0,5.106527395,6.420821623,0,56.93002448,61.22450449,0,0,0,20.23,0,5.106527395,0,0,5.749511833,19.26246487,44.08838123,6.066367068,18.20875424,36.94938318,0,0,0,0,9.401985669,1.243002146,0.378355875,7.609296568,21.510509,3.690184072,0,0.428571429,22,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0,12,0,0,0,0,0,10.75875744,1,6.3539,97.2238,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
